,satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
458,satisfied,Male,Loyal Customer,45,Business travel,Business,2660,4,4,4,4,3,3,2,5,5,5,5,1,5,5,12,0.0
459,dissatisfied,Female,Loyal Customer,33,Business travel,Business,310,3,1,1,1,4,4,4,3,3,3,3,3,3,2,4,8.0
460,satisfied,Male,Loyal Customer,52,Business travel,Business,2494,4,5,4,4,4,5,5,5,5,5,5,4,5,4,101,68.0
461,satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,2521,5,2,5,4,5,5,5,5,2,3,4,2,3,5,0,0.0
462,dissatisfied,Male,Loyal Customer,59,Business travel,Business,955,3,2,2,2,5,2,3,3,3,3,3,2,3,4,34,29.0
463,dissatisfied,Male,Loyal Customer,79,Business travel,Eco Plus,1298,3,3,3,3,3,3,3,3,1,4,4,2,3,3,0,0.0
464,dissatisfied,Male,disloyal Customer,33,Business travel,Business,1314,3,3,3,2,5,3,1,5,4,3,4,5,4,5,0,0.0
465,dissatisfied,Male,Loyal Customer,36,Business travel,Business,1775,3,4,4,4,1,3,3,3,3,2,3,3,3,2,126,92.0
466,dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1392,3,4,3,5,2,3,5,2,4,1,4,2,5,2,0,0.0
467,dissatisfied,Female,Loyal Customer,63,Business travel,Eco Plus,1994,1,5,5,5,3,1,3,1,1,1,1,3,1,1,0,0.0
468,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,726,2,2,2,2,3,4,5,5,5,5,5,5,5,3,0,0.0
469,dissatisfied,Female,Loyal Customer,48,Business travel,Business,1620,2,2,5,5,4,3,2,2,2,2,2,2,2,1,56,59.0
470,satisfied,Male,Loyal Customer,19,Business travel,Business,5033,5,5,5,5,3,3,3,3,3,4,4,4,5,3,0,0.0
471,satisfied,Female,Loyal Customer,41,Personal Travel,Business,451,5,4,5,3,3,5,1,3,3,3,2,3,3,3,0,0.0
472,satisfied,Female,disloyal Customer,23,Business travel,Eco,1560,0,0,0,3,4,0,4,4,1,5,1,2,4,4,0,0.0
473,satisfied,Female,Loyal Customer,52,Business travel,Business,2158,0,4,0,5,2,4,4,2,2,2,2,4,2,5,0,0.0
474,dissatisfied,Female,Loyal Customer,46,Personal Travel,Eco,1312,4,5,4,3,5,3,5,2,2,4,2,3,2,3,0,15.0
475,satisfied,Male,Loyal Customer,32,Business travel,Business,1715,2,2,3,2,4,4,4,4,5,4,5,4,4,4,0,0.0
476,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2262,5,1,1,1,5,5,3,5,4,2,4,3,4,5,118,97.0
477,satisfied,Female,disloyal Customer,37,Business travel,Business,2855,5,5,5,4,2,5,2,2,4,3,5,5,5,2,0,0.0
478,dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1624,3,1,3,1,3,3,3,3,2,1,2,4,2,3,7,11.0
479,dissatisfied,Male,Loyal Customer,31,Business travel,Business,4117,4,1,1,1,1,1,4,1,2,4,4,4,3,1,0,8.0
480,satisfied,Female,Loyal Customer,42,Business travel,Business,1563,5,5,5,5,5,5,5,4,4,5,4,3,4,5,0,0.0
481,dissatisfied,Male,Loyal Customer,54,Business travel,Eco Plus,2543,4,5,4,5,4,4,4,4,3,4,3,1,2,4,0,4.0
482,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2105,3,4,3,3,3,3,4,3,4,5,4,4,5,3,23,26.0
483,satisfied,Female,Loyal Customer,53,Business travel,Business,3156,2,2,5,2,3,3,4,5,5,4,5,2,5,5,38,48.0
484,dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1380,3,3,4,3,2,4,2,2,4,3,4,2,3,2,10,0.0
485,satisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,3783,0,4,0,1,1,0,1,1,5,2,3,4,4,1,6,0.0
486,dissatisfied,Male,Loyal Customer,37,Business travel,Business,2054,2,3,3,3,2,2,3,2,2,1,2,1,2,3,0,0.0
487,satisfied,Female,Loyal Customer,48,Business travel,Business,2350,3,3,3,3,5,5,5,5,5,5,5,4,5,3,0,0.0
488,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,825,1,1,1,1,3,5,5,3,3,3,3,5,3,3,0,0.0
489,dissatisfied,Male,Loyal Customer,29,Business travel,Business,1352,1,1,3,3,1,1,1,1,2,5,4,2,3,1,6,8.0
490,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1187,4,4,1,4,4,4,4,4,4,2,4,5,4,4,40,24.0
491,satisfied,Female,Loyal Customer,9,Business travel,Business,2470,5,5,5,5,5,5,5,5,5,3,4,4,4,5,4,0.0
492,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1960,2,2,2,1,2,2,2,2,3,5,1,2,2,2,7,18.0
493,dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2398,2,2,2,4,1,2,1,1,5,5,5,5,4,1,0,0.0
494,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2240,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0
495,dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,638,4,4,4,2,4,4,4,4,4,4,5,5,4,4,0,0.0
496,satisfied,Female,Loyal Customer,52,Business travel,Business,744,5,5,5,5,3,4,5,4,4,5,4,3,4,5,0,4.0
497,satisfied,Female,Loyal Customer,58,Business travel,Business,1508,2,2,2,2,4,5,4,5,5,5,5,3,5,4,3,6.0
498,dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco Plus,1815,1,5,1,5,5,1,5,5,4,3,4,3,4,5,14,6.0
499,satisfied,Male,Loyal Customer,59,Business travel,Business,601,4,4,4,4,2,5,5,4,4,4,4,5,4,3,0,0.0
500,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2318,3,0,3,1,3,3,3,3,3,5,4,5,5,3,8,14.0
501,satisfied,Female,Loyal Customer,51,Business travel,Business,3387,3,3,3,3,4,5,2,5,5,5,5,3,5,3,6,2.0
502,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1869,5,5,5,5,3,4,4,4,4,4,4,4,4,3,3,1.0
503,satisfied,Male,Loyal Customer,52,Business travel,Business,920,5,5,5,5,2,4,4,2,2,2,2,4,2,4,0,15.0
504,satisfied,Female,Loyal Customer,50,Business travel,Business,2178,1,1,3,1,2,5,5,5,5,5,5,5,5,5,1,0.0
505,satisfied,Male,Loyal Customer,55,Business travel,Business,3662,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,8.0
506,dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1575,3,4,3,4,3,3,3,3,3,2,5,3,5,3,26,12.0
507,satisfied,Male,Loyal Customer,30,Business travel,Business,5028,5,5,5,5,3,3,3,3,3,4,5,5,4,3,0,0.0
508,dissatisfied,Male,Loyal Customer,29,Business travel,Business,4724,2,3,3,3,2,2,2,2,4,3,2,2,3,2,0,2.0
509,satisfied,Female,Loyal Customer,64,Personal Travel,Eco Plus,1519,4,4,4,4,3,5,5,4,4,4,4,5,4,5,12,12.0
510,dissatisfied,Male,Loyal Customer,25,Business travel,Business,2921,3,4,2,4,3,3,3,3,4,1,3,4,4,3,0,0.0
511,satisfied,Male,Loyal Customer,60,Business travel,Business,657,1,1,1,1,4,5,5,5,5,5,5,4,5,4,8,15.0
512,satisfied,Female,Loyal Customer,46,Business travel,Business,3943,2,2,2,2,3,4,5,4,4,4,4,3,4,5,68,42.0
513,satisfied,Male,Loyal Customer,44,Business travel,Business,1617,4,4,3,4,5,4,5,5,5,5,5,4,5,5,57,47.0
514,dissatisfied,Male,Loyal Customer,49,Business travel,Business,373,2,5,5,5,3,3,4,2,2,2,2,2,2,3,54,51.0
515,dissatisfied,Female,Loyal Customer,45,Personal Travel,Business,470,4,4,4,4,3,4,4,1,1,4,1,5,1,5,20,30.0
516,dissatisfied,Female,disloyal Customer,29,Business travel,Eco Plus,2215,1,1,1,3,4,1,4,4,2,4,2,1,1,4,0,33.0
517,satisfied,Female,Loyal Customer,42,Business travel,Eco,406,4,2,2,2,5,4,2,4,4,4,4,5,4,5,7,46.0
518,satisfied,Female,Loyal Customer,32,Business travel,Business,4541,4,1,4,4,4,4,4,4,5,4,5,4,4,4,7,9.0
519,dissatisfied,Male,Loyal Customer,33,Personal Travel,Business,1632,2,4,2,4,1,2,1,1,4,2,5,3,4,1,0,0.0
520,dissatisfied,Female,Loyal Customer,34,Personal Travel,Eco,1324,4,4,0,2,2,0,2,2,3,3,4,3,5,2,25,13.0
521,satisfied,Male,Loyal Customer,39,Business travel,Business,1932,4,4,4,4,4,4,5,4,4,4,4,4,4,3,17,1.0
522,dissatisfied,Female,disloyal Customer,27,Business travel,Eco Plus,1679,1,1,1,1,4,1,4,4,3,5,2,4,5,4,0,0.0
523,dissatisfied,Female,Loyal Customer,75,Business travel,Eco,436,3,2,1,2,1,2,3,3,3,3,3,3,3,1,16,14.0
524,satisfied,Female,Loyal Customer,43,Business travel,Business,2470,5,5,5,5,5,4,4,5,5,5,4,3,5,3,3,6.0
525,satisfied,Male,Loyal Customer,45,Business travel,Eco,1591,4,2,2,2,4,4,4,4,5,5,1,5,1,4,0,0.0
526,satisfied,Male,Loyal Customer,61,Personal Travel,Eco,1582,4,5,4,1,5,4,5,5,2,1,4,3,5,5,0,0.0
527,dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1301,3,2,3,3,5,3,5,5,1,3,3,1,4,5,0,0.0
528,dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1319,4,4,4,4,5,4,5,5,2,5,3,4,4,5,0,7.0
529,satisfied,Male,Loyal Customer,44,Business travel,Business,3739,1,3,1,1,4,5,5,2,2,2,2,3,2,5,18,0.0
530,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco Plus,3144,1,3,1,4,3,1,3,3,2,3,4,1,4,3,6,0.0
531,satisfied,Male,Loyal Customer,53,Business travel,Business,3986,4,4,2,4,4,4,5,3,3,4,3,5,3,4,0,0.0
532,satisfied,Female,Loyal Customer,16,Personal Travel,Eco Plus,1643,3,3,3,3,5,5,5,5,3,5,4,4,5,5,0,0.0
533,satisfied,Male,Loyal Customer,45,Business travel,Business,3104,2,2,2,2,5,5,5,4,4,5,4,4,4,4,0,0.0
534,satisfied,Female,disloyal Customer,39,Business travel,Business,1837,4,4,4,3,5,4,5,5,3,2,4,4,4,5,0,0.0
535,dissatisfied,Male,Loyal Customer,69,Business travel,Business,848,2,2,2,2,2,4,3,2,2,2,2,3,2,4,0,1.0
536,satisfied,Female,Loyal Customer,39,Business travel,Business,3868,4,4,4,4,3,1,2,5,5,5,5,3,5,2,27,14.0
537,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2096,5,5,5,5,5,5,5,5,4,5,1,2,4,5,0,0.0
538,dissatisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,1249,4,5,4,3,5,4,3,5,5,3,1,1,4,5,3,0.0
539,satisfied,Female,Loyal Customer,33,Business travel,Business,3078,5,5,5,5,5,5,5,5,5,5,5,3,5,4,0,0.0
540,satisfied,Female,Loyal Customer,48,Business travel,Business,2702,5,5,5,5,2,5,4,5,5,5,5,4,5,3,5,19.0
541,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,3123,0,4,0,3,3,5,4,5,5,5,5,5,5,5,20,13.0
542,satisfied,Male,Loyal Customer,22,Personal Travel,Business,2044,4,4,3,4,4,3,4,4,2,1,2,1,4,4,0,0.0
543,satisfied,Female,Loyal Customer,44,Business travel,Business,456,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0.0
544,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1690,5,1,3,1,5,5,5,5,1,4,3,4,2,5,12,7.0
545,dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2154,1,1,1,1,4,1,4,4,5,2,4,2,1,4,0,0.0
546,dissatisfied,Male,Loyal Customer,62,Business travel,Eco,1190,3,4,4,4,3,3,3,3,1,3,3,1,3,3,0,0.0
547,satisfied,Female,Loyal Customer,56,Business travel,Business,1566,3,3,3,3,2,4,4,5,5,5,5,4,5,5,1,0.0
548,satisfied,Male,Loyal Customer,45,Business travel,Eco Plus,2402,4,1,1,1,4,4,4,4,4,3,2,5,5,4,0,0.0
549,dissatisfied,Male,Loyal Customer,31,Business travel,Business,5213,1,0,0,3,1,0,1,1,3,5,3,3,4,1,0,7.0
550,dissatisfied,Male,Loyal Customer,51,Business travel,Eco,1701,2,3,3,3,2,2,2,2,3,1,3,2,2,2,6,14.0
551,satisfied,Male,Loyal Customer,62,Business travel,Eco,2188,4,3,3,3,4,4,4,4,4,5,5,4,2,4,0,0.0
552,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,2376,5,2,5,4,5,3,3,5,5,5,5,3,5,4,11,0.0
553,dissatisfied,Male,Loyal Customer,35,Business travel,Eco,1320,3,1,2,1,3,3,3,3,1,4,4,2,4,3,0,0.0
554,dissatisfied,Female,Loyal Customer,7,Personal Travel,Eco,1942,4,5,4,5,2,4,2,2,4,4,5,5,4,2,0,0.0
555,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1563,2,4,2,3,4,2,4,4,2,2,5,3,1,4,0,0.0
556,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2815,3,4,3,4,3,3,3,3,2,1,3,3,3,3,0,0.0
557,dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco Plus,1692,1,1,1,4,1,1,1,1,3,1,4,2,4,1,25,12.0
558,dissatisfied,Female,Loyal Customer,40,Business travel,Eco,2072,4,1,2,2,4,4,4,4,2,5,3,1,3,4,0,0.0
559,satisfied,Male,Loyal Customer,44,Business travel,Business,1849,3,3,3,3,5,5,4,4,4,4,4,3,4,4,0,0.0
560,dissatisfied,Male,Loyal Customer,70,Personal Travel,Business,1625,3,2,3,3,2,4,3,3,3,3,3,4,3,1,0,0.0
561,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1902,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0.0
562,satisfied,Female,Loyal Customer,35,Business travel,Eco,1432,4,1,1,1,4,4,4,4,3,4,5,2,5,4,77,82.0
563,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1695,2,4,2,4,5,2,5,5,4,3,4,4,4,5,10,5.0
564,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,733,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,0.0
565,dissatisfied,Female,disloyal Customer,28,Business travel,Business,3288,4,4,4,1,2,4,2,2,5,5,5,5,5,2,11,0.0
566,dissatisfied,Female,Loyal Customer,69,Business travel,Eco Plus,274,1,0,0,4,1,4,3,4,4,1,4,2,4,2,69,55.0
567,satisfied,Male,Loyal Customer,48,Business travel,Business,1555,1,1,1,1,2,4,5,3,3,3,3,3,3,3,0,0.0
568,dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1011,2,4,2,5,2,2,2,2,1,5,1,2,2,2,0,0.0
569,satisfied,Male,Loyal Customer,40,Business travel,Business,3532,4,4,4,4,3,2,5,5,5,5,5,5,5,4,0,0.0
570,dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2795,2,2,2,1,5,2,5,5,5,1,3,5,4,5,0,0.0
571,dissatisfied,Male,disloyal Customer,28,Business travel,Eco,2174,3,3,3,4,2,3,2,2,2,2,4,2,4,2,110,83.0
572,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1145,2,2,2,2,4,4,4,4,3,5,5,3,4,4,0,0.0
573,satisfied,Female,Loyal Customer,46,Business travel,Eco Plus,980,3,2,2,2,3,4,3,3,3,3,3,3,3,3,7,0.0
574,dissatisfied,Male,disloyal Customer,9,Business travel,Eco,1897,2,1,2,3,5,2,2,5,3,3,3,3,2,5,25,16.0
575,satisfied,Female,Loyal Customer,34,Business travel,Business,3793,1,1,3,1,3,1,4,5,5,5,5,4,5,4,0,0.0
576,dissatisfied,Female,Loyal Customer,40,Business travel,Business,2104,3,1,2,1,1,3,3,3,3,3,3,3,3,2,2,0.0
577,dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,3458,3,4,3,3,4,3,4,4,1,5,3,2,2,4,13,15.0
578,satisfied,Male,Loyal Customer,35,Business travel,Eco,2160,3,1,1,1,3,4,3,3,1,2,3,2,5,3,8,40.0
579,satisfied,Female,Loyal Customer,54,Business travel,Business,792,1,1,1,1,2,5,5,3,3,3,3,5,3,5,0,0.0
580,satisfied,Male,Loyal Customer,31,Business travel,Business,4835,3,3,3,3,5,5,5,5,5,2,5,5,1,5,3,0.0
581,satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,2500,0,4,0,1,5,4,5,3,3,3,3,4,3,4,0,5.0
582,satisfied,Female,Loyal Customer,24,Business travel,Business,3965,5,5,5,5,2,2,2,3,4,5,5,2,4,2,0,0.0
583,satisfied,Female,Loyal Customer,42,Business travel,Business,2686,3,3,3,3,4,5,4,5,5,5,5,4,5,5,6,2.0
584,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1904,4,5,4,3,4,5,5,2,2,4,2,3,2,4,0,0.0
585,dissatisfied,Male,Loyal Customer,36,Business travel,Business,2977,4,4,5,4,4,4,4,4,4,4,4,4,4,1,0,0.0
586,satisfied,Male,disloyal Customer,22,Business travel,Eco,2125,0,0,0,3,2,0,2,2,2,5,3,2,5,2,0,0.0
587,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2593,1,1,1,1,5,5,5,5,4,1,1,2,3,5,1,0.0
588,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1849,2,2,2,2,1,2,5,4,4,4,4,3,4,5,0,0.0
589,dissatisfied,Male,Loyal Customer,49,Business travel,Business,419,2,3,3,3,5,4,4,2,2,2,2,3,2,2,87,77.0
590,satisfied,Female,Loyal Customer,38,Personal Travel,Eco Plus,1298,4,4,4,4,4,5,4,4,4,4,4,4,4,5,24,15.0
591,dissatisfied,Male,Loyal Customer,32,Business travel,Business,1974,2,1,1,1,2,2,2,2,1,3,3,4,4,2,37,45.0
592,dissatisfied,Female,Loyal Customer,44,Business travel,Eco,1756,3,2,5,2,3,1,2,4,4,3,4,1,4,1,0,0.0
593,satisfied,Female,Loyal Customer,57,Business travel,Business,2408,1,1,1,1,2,4,4,3,3,4,3,3,3,4,0,0.0
594,dissatisfied,Male,disloyal Customer,39,Business travel,Business,1770,3,3,3,3,2,3,5,2,3,5,5,3,4,2,43,48.0
595,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco Plus,1830,2,2,2,3,2,2,2,2,4,1,4,3,4,2,54,47.0
596,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1638,1,4,1,2,2,1,2,2,4,4,5,3,5,2,48,
597,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1830,3,4,2,1,1,2,1,1,3,5,5,5,4,1,21,37.0
598,dissatisfied,Female,Loyal Customer,30,Business travel,Eco,3721,1,3,3,3,1,1,1,1,3,2,3,1,1,1,0,11.0
599,satisfied,Female,Loyal Customer,43,Business travel,Business,2480,5,5,5,5,4,4,4,4,4,3,5,4,5,4,0,0.0
600,satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,1935,5,3,5,4,3,3,3,4,4,5,4,1,4,2,0,0.0
601,dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1694,4,2,4,4,4,4,3,4,3,2,4,3,4,4,0,0.0
602,satisfied,Male,Loyal Customer,27,Business travel,Business,4460,3,4,3,3,2,2,2,4,2,1,3,2,2,2,134,117.0
603,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2209,2,2,2,4,5,2,3,5,2,4,4,3,4,5,0,0.0
604,dissatisfied,Male,Loyal Customer,45,Business travel,Eco,2213,1,4,4,4,1,1,1,1,1,3,2,4,2,1,28,24.0
605,satisfied,Female,Loyal Customer,26,Business travel,Business,4254,1,1,1,1,4,4,4,2,3,1,4,4,2,4,412,410.0
606,dissatisfied,Female,Loyal Customer,23,Personal Travel,Eco Plus,1963,4,5,3,4,5,3,5,5,3,3,5,5,4,5,0,0.0
607,dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco,2753,2,1,2,2,2,4,4,3,1,2,3,4,3,4,336,406.0
608,dissatisfied,Male,Loyal Customer,52,Business travel,Business,2227,4,4,4,4,1,2,3,4,4,4,4,3,4,1,14,8.0
609,satisfied,Female,Loyal Customer,41,Business travel,Eco,2547,4,2,2,2,4,4,4,4,4,5,1,2,1,4,4,0.0
610,dissatisfied,Female,disloyal Customer,39,Business travel,Business,1770,2,2,2,2,2,2,2,2,5,5,1,5,4,2,0,0.0
611,satisfied,Female,disloyal Customer,22,Business travel,Eco,1533,0,0,0,3,3,0,3,3,1,4,2,2,2,3,0,0.0
612,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,2832,1,5,1,5,2,1,2,2,3,1,2,1,5,2,3,0.0
613,dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1387,2,2,2,2,2,2,2,2,3,1,2,1,3,2,97,80.0
614,satisfied,Male,Loyal Customer,18,Business travel,Business,1411,5,5,5,5,4,4,3,4,2,3,4,4,1,4,0,0.0
615,satisfied,Female,Loyal Customer,42,Business travel,Business,3943,5,5,5,5,4,4,5,4,4,4,4,5,4,3,0,0.0
616,dissatisfied,Female,Loyal Customer,55,Business travel,Eco,265,3,3,3,3,5,3,4,2,2,3,2,3,2,1,0,4.0
617,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1007,2,3,2,5,3,2,4,3,5,1,3,1,3,3,21,17.0
618,dissatisfied,Male,disloyal Customer,26,Personal Travel,Eco,2041,2,3,1,3,1,1,1,1,2,2,3,1,3,1,0,0.0
619,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1634,5,1,1,1,1,3,1,4,4,5,4,2,4,4,31,5.0
620,satisfied,Female,Loyal Customer,55,Business travel,Business,3004,2,2,2,2,5,5,4,2,2,2,2,5,2,5,0,0.0
621,dissatisfied,Male,Loyal Customer,39,Business travel,Business,279,2,5,5,5,2,4,4,2,2,2,2,2,2,4,51,55.0
622,dissatisfied,Male,disloyal Customer,37,Business travel,Eco,2258,3,1,3,4,5,3,5,5,3,3,4,1,4,5,0,0.0
623,dissatisfied,Male,Loyal Customer,24,Business travel,Business,4345,3,5,5,5,3,3,3,3,3,1,3,1,3,3,0,0.0
624,satisfied,Female,disloyal Customer,40,Business travel,Business,1955,4,4,4,3,4,4,4,4,1,1,1,3,4,4,0,0.0
625,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2078,1,2,4,3,2,4,2,2,3,5,4,2,4,2,0,0.0
626,dissatisfied,Female,Loyal Customer,16,Personal Travel,Business,2050,3,5,3,4,5,3,5,5,1,3,5,4,4,5,1,0.0
627,satisfied,Male,Loyal Customer,47,Business travel,Business,250,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0.0
628,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2024,5,4,5,2,2,5,2,2,3,4,4,4,4,2,0,7.0
629,dissatisfied,Female,disloyal Customer,28,Business travel,Eco,4050,4,4,4,3,1,4,1,1,1,5,4,3,3,1,0,9.0
630,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,3178,1,1,1,1,5,5,4,5,5,5,5,5,5,5,28,17.0
631,dissatisfied,Male,Loyal Customer,40,Personal Travel,Business,1758,2,5,2,2,5,3,5,4,4,2,4,3,4,5,0,0.0
632,satisfied,Male,Loyal Customer,53,Business travel,Business,1948,2,2,5,2,3,5,4,5,5,5,5,3,5,4,1,3.0
633,satisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,448,5,5,5,3,4,5,4,4,4,5,4,5,5,4,0,0.0
634,satisfied,Female,Loyal Customer,45,Business travel,Business,1963,3,3,4,3,4,5,4,4,4,4,4,3,4,4,0,0.0
635,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2410,4,4,4,3,5,4,5,5,3,3,3,3,4,5,0,13.0
636,satisfied,Female,Loyal Customer,40,Business travel,Business,590,2,2,2,2,3,2,2,5,5,5,5,4,5,3,0,0.0
637,satisfied,Female,Loyal Customer,42,Business travel,Business,2176,2,2,2,2,3,5,5,2,2,2,2,4,2,5,0,10.0
638,satisfied,Female,Loyal Customer,33,Business travel,Business,3783,3,3,3,3,3,3,2,5,5,5,5,2,5,1,0,0.0
639,satisfied,Male,Loyal Customer,49,Business travel,Business,2570,5,5,5,5,3,4,5,4,4,4,4,3,4,4,0,0.0
640,dissatisfied,Male,Loyal Customer,39,Business travel,Business,3458,3,3,3,3,1,4,4,3,3,3,3,2,3,3,0,0.0
641,dissatisfied,Male,Loyal Customer,41,Business travel,Business,570,4,5,2,2,3,3,3,4,4,4,4,1,4,2,21,8.0
642,satisfied,Male,disloyal Customer,26,Business travel,Business,1933,5,5,5,3,5,5,5,5,4,2,5,5,5,5,6,0.0
643,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1454,4,4,4,4,2,4,2,2,5,4,4,4,4,2,74,73.0
644,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1947,3,4,3,3,1,3,1,1,2,4,4,4,3,1,0,0.0
645,dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2530,3,3,3,3,3,2,4,2,4,4,3,4,4,4,147,155.0
646,satisfied,Female,Loyal Customer,27,Business travel,Business,1390,2,2,2,2,4,4,3,4,3,4,5,1,5,4,0,0.0
647,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,3992,3,3,4,3,2,5,5,5,5,5,5,3,5,4,2,25.0
648,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1915,3,4,3,3,5,3,5,5,4,4,5,4,4,5,1,7.0
649,satisfied,Male,disloyal Customer,26,Business travel,Business,1989,4,4,4,1,4,4,4,4,5,4,4,3,4,4,0,0.0
650,dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1968,2,3,2,4,5,2,5,5,4,1,4,4,3,5,0,0.0
651,dissatisfied,Female,disloyal Customer,41,Business travel,Business,2528,2,2,2,3,3,2,2,3,3,3,5,5,4,3,0,0.0
652,dissatisfied,Female,Loyal Customer,31,Personal Travel,Eco,1807,3,5,3,4,2,3,2,2,2,3,3,1,4,2,0,7.0
653,dissatisfied,Male,disloyal Customer,29,Business travel,Eco,1987,2,2,2,4,1,2,1,1,3,4,3,1,3,1,97,57.0
654,dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2522,3,5,3,2,1,3,1,1,4,3,5,3,4,1,1,0.0
655,satisfied,Female,Loyal Customer,51,Business travel,Business,1181,3,3,3,3,3,4,5,5,5,5,5,4,5,4,0,0.0
656,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1786,4,4,4,3,3,4,3,3,4,5,5,3,4,3,0,0.0
657,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2836,4,5,4,3,4,4,4,4,5,2,4,5,5,4,9,41.0
658,dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1860,3,4,3,3,5,3,5,5,4,2,3,4,4,5,40,31.0
659,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,3140,2,2,1,2,5,5,5,5,5,4,4,5,4,5,0,0.0
660,satisfied,Male,Loyal Customer,45,Business travel,Business,2529,3,3,3,3,2,5,5,4,4,4,4,3,4,3,17,15.0
661,dissatisfied,Male,Loyal Customer,53,Business travel,Business,510,3,4,4,4,5,3,4,3,3,2,3,2,3,3,0,0.0
662,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,577,0,0,0,5,2,4,5,1,1,1,1,3,1,5,31,31.0
