satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
447,satisfied,Male,Loyal Customer,48,Business travel,Business,2413,1,1,1,1,3,5,4,4,4,4,4,3,4,5,2,0.0
448,satisfied,Female,Loyal Customer,52,Business travel,Eco,998,2,5,5,5,1,5,2,2,2,2,2,5,2,4,0,0.0
449,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3699,0,4,0,2,2,2,1,2,2,2,2,3,2,5,7,18.0
450,dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2691,2,2,2,4,1,2,1,1,1,5,3,3,3,1,0,0.0
451,satisfied,Male,Loyal Customer,48,Business travel,Business,925,4,4,4,4,4,5,4,5,5,5,5,4,5,3,0,0.0
452,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1253,2,4,2,3,5,2,5,5,4,5,5,4,5,5,0,10.0
453,satisfied,Male,Loyal Customer,51,Business travel,Business,3739,1,1,1,1,2,4,4,5,5,5,5,3,5,4,6,0.0
454,satisfied,Male,Loyal Customer,46,Business travel,Business,1271,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0.0
455,satisfied,Male,Loyal Customer,51,Business travel,Eco,1882,2,4,4,4,2,2,2,2,4,5,4,4,3,2,3,23.0
456,satisfied,Male,Loyal Customer,60,Business travel,Business,3912,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0.0
457,satisfied,Male,Loyal Customer,34,Business travel,Business,2358,4,4,4,4,5,5,5,3,2,4,4,5,4,5,182,193.0
458,dissatisfied,Male,Loyal Customer,37,Business travel,Business,92,3,1,1,1,3,4,4,3,3,3,3,1,3,3,8,45.0
459,satisfied,Male,Loyal Customer,48,Business travel,Business,1112,2,2,4,2,3,3,3,4,4,4,4,3,4,1,17,22.0
460,satisfied,Male,Loyal Customer,56,Business travel,Business,244,2,2,2,2,5,1,2,4,4,4,4,3,4,1,0,0.0
461,dissatisfied,Female,Loyal Customer,35,Business travel,Eco,3170,4,2,3,2,4,4,4,4,3,1,4,3,4,4,28,25.0
462,dissatisfied,Male,Loyal Customer,8,Business travel,Business,2467,4,2,2,2,4,4,4,4,2,3,4,3,4,4,4,11.0
463,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,315,3,3,3,3,4,3,4,3,3,3,3,3,3,3,0,0.0
464,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1707,4,4,4,3,1,4,1,1,3,5,5,5,5,1,21,17.0
465,satisfied,Male,Loyal Customer,49,Business travel,Business,1327,1,1,1,1,3,4,5,5,5,5,5,3,5,4,0,2.0
466,dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2559,3,4,3,4,3,3,3,3,5,4,5,4,4,3,20,12.0
467,satisfied,Male,Loyal Customer,40,Business travel,Business,2413,1,1,1,1,2,5,5,4,4,4,4,5,4,3,8,3.0
468,satisfied,Male,Loyal Customer,59,Business travel,Eco,1911,4,2,1,2,4,4,4,4,5,2,3,5,5,4,0,0.0
469,satisfied,Male,Loyal Customer,51,Business travel,Business,2559,2,2,4,2,4,5,4,5,5,5,5,5,5,3,5,0.0
470,dissatisfied,Female,Loyal Customer,30,Business travel,Eco,994,4,2,2,2,4,3,4,4,2,4,4,2,3,4,47,38.0
471,satisfied,Female,Loyal Customer,39,Business travel,Business,509,4,4,3,4,3,4,4,2,2,2,2,3,2,3,37,42.0
472,satisfied,Male,Loyal Customer,21,Business travel,Business,5505,3,3,3,3,5,5,5,5,4,4,5,3,5,5,1,0.0
473,satisfied,Female,Loyal Customer,70,Personal Travel,Eco Plus,930,1,1,1,1,2,4,5,5,5,5,5,4,5,4,0,4.0
474,dissatisfied,Male,Loyal Customer,67,Business travel,Eco,1607,4,1,1,1,4,4,4,4,1,2,4,2,3,4,0,2.0
475,dissatisfied,Male,Loyal Customer,57,Business travel,Business,2731,3,4,4,4,2,3,4,4,4,4,3,2,4,3,0,0.0
476,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1844,2,1,2,4,5,2,5,5,3,4,3,2,3,5,0,0.0
477,satisfied,Female,Loyal Customer,47,Business travel,Business,3942,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0,0.0
478,dissatisfied,Female,disloyal Customer,17,Business travel,Eco,1737,1,0,1,3,5,1,5,5,3,4,2,2,1,5,0,0.0
479,satisfied,Female,Loyal Customer,34,Business travel,Business,2427,3,3,3,3,2,5,4,2,2,2,2,5,2,5,6,10.0
480,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,494,5,5,5,5,5,4,4,4,4,4,4,5,4,5,0,0.0
481,satisfied,Male,Loyal Customer,22,Business travel,Eco,2300,4,5,5,5,4,5,4,4,2,1,3,1,3,4,2,0.0
482,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,3358,0,4,0,3,4,0,3,4,2,3,3,2,3,4,0,5.0
483,satisfied,Male,Loyal Customer,49,Personal Travel,Eco,1408,4,4,4,3,1,4,1,1,4,3,5,1,3,1,17,8.0
484,satisfied,Male,Loyal Customer,57,Business travel,Business,882,4,4,2,4,5,5,5,2,2,2,2,3,2,5,6,0.0
485,dissatisfied,Male,Loyal Customer,49,Business travel,Eco,2874,3,2,2,2,3,3,3,3,4,5,4,2,3,3,0,0.0
486,satisfied,Female,Loyal Customer,48,Business travel,Business,3268,4,4,4,4,4,5,5,3,3,3,3,3,3,4,14,16.0
487,dissatisfied,Male,Loyal Customer,21,Business travel,Business,3598,4,5,5,5,4,4,4,4,4,4,4,1,4,4,0,0.0
488,dissatisfied,Female,Loyal Customer,43,Personal Travel,Eco,968,4,2,4,4,3,3,3,3,3,4,3,4,3,1,0,0.0
489,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2176,4,4,0,4,2,0,2,2,2,4,3,1,4,2,7,0.0
490,dissatisfied,Female,Loyal Customer,43,Business travel,Eco,850,1,3,3,3,3,3,3,1,1,1,1,4,1,3,0,0.0
491,satisfied,Male,Loyal Customer,46,Business travel,Business,733,3,1,3,3,4,4,4,4,4,4,4,3,4,4,5,3.0
492,satisfied,Female,Loyal Customer,64,Business travel,Business,2604,3,3,3,3,1,4,1,4,4,4,4,1,4,2,0,4.0
493,dissatisfied,Male,Loyal Customer,21,Personal Travel,Business,1689,3,5,3,5,4,3,4,4,4,4,5,4,5,4,3,0.0
494,dissatisfied,Male,Loyal Customer,9,Business travel,Business,1652,3,3,5,3,3,3,3,3,2,4,2,1,3,3,58,47.0
495,satisfied,Male,Loyal Customer,50,Business travel,Eco,1249,4,1,1,1,4,4,4,4,4,3,3,5,5,4,3,0.0
496,satisfied,Male,Loyal Customer,35,Business travel,Eco,2024,2,5,5,5,2,2,2,2,2,1,2,5,3,2,0,0.0
497,satisfied,Female,disloyal Customer,23,Business travel,Business,2138,5,0,5,3,2,5,4,2,3,4,5,3,4,2,56,72.0
498,satisfied,Female,Loyal Customer,52,Personal Travel,Business,855,4,4,3,2,1,3,4,3,3,3,3,5,3,4,0,0.0
499,dissatisfied,Male,Loyal Customer,64,Business travel,Eco Plus,1735,1,4,3,4,1,1,1,1,2,1,4,3,3,1,13,14.0
500,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1310,2,0,2,4,3,2,3,3,5,5,5,4,4,3,0,0.0
501,satisfied,Male,Loyal Customer,26,Business travel,Business,4865,5,5,5,5,4,4,4,4,4,4,4,5,5,4,0,0.0
502,dissatisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,2489,4,5,4,1,2,4,2,2,4,2,4,2,4,2,0,0.0
503,dissatisfied,Female,disloyal Customer,8,Business travel,Eco,1849,3,3,3,3,5,3,5,5,3,5,2,4,2,5,23,14.0
504,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2812,3,5,2,2,2,2,2,2,5,2,5,4,5,2,0,3.0
505,satisfied,Female,Loyal Customer,17,Business travel,Business,1260,2,2,4,2,4,4,3,4,2,3,3,1,4,4,0,0.0
506,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,2229,3,3,3,4,5,3,5,5,1,1,3,1,3,5,29,27.0
507,satisfied,Female,Loyal Customer,50,Business travel,Business,2777,2,2,4,2,5,4,4,4,4,4,4,5,4,4,39,34.0
508,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2240,3,5,3,3,1,3,1,1,4,3,5,5,4,1,0,0.0
509,dissatisfied,Female,Loyal Customer,42,Personal Travel,Eco,2242,4,4,4,4,4,3,3,3,2,2,3,3,1,3,283,276.0
510,satisfied,Female,Loyal Customer,62,Business travel,Business,3263,4,4,4,4,5,4,4,4,4,4,4,5,4,3,43,35.0
511,dissatisfied,Female,Loyal Customer,57,Business travel,Business,512,2,4,4,4,1,4,4,2,2,2,2,4,2,4,0,8.0
512,dissatisfied,Female,Loyal Customer,34,Business travel,Business,432,1,1,1,1,1,3,4,1,1,1,1,3,1,3,0,0.0
513,dissatisfied,Male,Loyal Customer,21,Personal Travel,Business,2488,2,4,2,3,5,2,5,5,3,2,4,4,4,5,0,3.0
514,satisfied,Female,Loyal Customer,39,Business travel,Business,3127,3,3,3,3,3,5,5,5,5,5,5,5,5,5,61,60.0
515,dissatisfied,Female,Loyal Customer,24,Personal Travel,Eco,3584,3,3,3,4,3,2,2,3,1,4,3,2,2,2,249,313.0
516,satisfied,Female,Loyal Customer,43,Business travel,Business,2438,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,0.0
517,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1165,1,1,1,1,2,5,4,4,4,4,4,3,4,5,46,52.0
518,satisfied,Female,Loyal Customer,24,Business travel,Business,4009,2,2,2,2,3,3,3,3,3,3,5,3,5,3,29,20.0
519,satisfied,Male,Loyal Customer,58,Business travel,Eco,2116,3,5,5,5,2,3,2,2,2,5,4,3,4,2,82,85.0
520,satisfied,Male,Loyal Customer,46,Business travel,Business,3538,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,0.0
521,dissatisfied,Female,disloyal Customer,49,Business travel,Eco,1120,4,1,4,3,4,4,4,4,2,5,3,4,2,4,0,0.0
522,dissatisfied,Male,disloyal Customer,36,Business travel,Eco,862,4,3,4,4,5,4,3,5,5,4,4,1,4,5,0,0.0
523,dissatisfied,Male,Loyal Customer,65,Business travel,Business,1620,2,2,2,2,4,4,4,2,2,2,2,1,2,4,41,43.0
524,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,60,0,0,0,1,1,4,1,1,2,2,2,4,1,1,5,2.0
525,satisfied,Female,Loyal Customer,26,Business travel,Business,2224,3,3,3,3,5,5,5,5,4,5,5,5,5,5,0,0.0
526,satisfied,Female,Loyal Customer,16,Business travel,Business,2308,1,1,5,1,4,4,4,4,3,3,2,2,3,4,3,0.0
527,dissatisfied,Male,Loyal Customer,23,Business travel,Eco Plus,2464,3,5,4,4,3,2,1,3,1,3,4,2,3,3,0,24.0
528,dissatisfied,Female,disloyal Customer,21,Business travel,Business,2149,2,3,2,3,2,2,2,2,4,3,3,2,2,2,146,138.0
529,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1299,4,3,4,2,4,4,2,4,3,5,2,4,3,4,0,0.0
530,satisfied,Female,Loyal Customer,44,Business travel,Business,480,5,5,5,5,3,5,5,5,5,5,5,3,5,3,36,29.0
531,satisfied,Female,Loyal Customer,40,Business travel,Business,2956,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0,0.0
532,dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco Plus,1906,3,1,3,4,5,3,5,5,3,3,3,2,4,5,0,0.0
533,satisfied,Female,Loyal Customer,47,Business travel,Eco Plus,104,4,4,4,4,3,1,4,4,4,4,4,4,4,3,118,111.0
534,dissatisfied,Female,Loyal Customer,43,Business travel,Business,2249,3,1,4,1,2,3,3,3,3,4,3,1,3,1,0,10.0
535,satisfied,Male,Loyal Customer,29,Business travel,Eco,2017,4,1,1,1,4,4,4,4,1,5,4,2,5,4,5,0.0
536,dissatisfied,Female,Loyal Customer,54,Business travel,Eco,1776,3,3,3,3,2,4,3,3,3,3,3,2,3,3,9,25.0
537,satisfied,Male,Loyal Customer,48,Business travel,Business,2421,4,4,2,4,1,3,3,4,4,4,4,1,4,1,0,0.0
538,satisfied,Female,Loyal Customer,40,Business travel,Business,3483,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,15.0
539,satisfied,Female,Loyal Customer,12,Business travel,Business,4263,4,4,4,4,4,4,4,3,3,3,5,4,4,4,4,22.0
540,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1865,3,4,3,1,5,3,5,5,2,2,4,1,4,5,3,0.0
541,satisfied,Female,disloyal Customer,15,Business travel,Eco,2118,0,3,0,2,5,0,5,5,1,3,4,3,1,5,0,0.0
542,dissatisfied,Male,Loyal Customer,28,Personal Travel,Business,3163,3,5,3,2,5,3,5,5,4,4,3,5,5,5,2,17.0
543,satisfied,Male,Loyal Customer,43,Business travel,Business,2838,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,0.0
544,satisfied,Male,Loyal Customer,59,Business travel,Business,2959,1,1,1,1,5,5,5,4,4,4,4,3,4,4,33,44.0
545,dissatisfied,Male,Loyal Customer,48,Business travel,Eco,3462,3,4,4,4,3,3,3,3,1,3,2,4,3,3,0,5.0
546,satisfied,Male,Loyal Customer,48,Business travel,Business,587,5,5,5,5,5,4,4,4,4,4,4,3,4,4,7,0.0
547,satisfied,Female,Loyal Customer,48,Business travel,Business,1494,3,3,3,3,4,5,4,4,4,4,4,4,4,4,0,0.0
548,satisfied,Female,Loyal Customer,47,Business travel,Business,1995,1,1,1,1,5,5,4,4,4,4,5,3,4,3,14,10.0
549,satisfied,Female,Loyal Customer,61,Business travel,Business,1687,1,1,1,1,2,5,4,5,5,5,5,4,5,5,0,0.0
550,dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2348,3,4,3,3,4,3,4,4,5,5,3,4,4,4,1,0.0
551,dissatisfied,Male,Loyal Customer,37,Business travel,Business,72,3,4,4,4,3,3,4,1,1,1,3,3,1,4,95,89.0
552,dissatisfied,Male,Loyal Customer,46,Business travel,Eco,2107,2,1,1,1,2,2,2,2,1,5,2,1,1,2,0,0.0
553,satisfied,Male,disloyal Customer,21,Business travel,Business,2285,4,0,4,4,2,4,2,2,4,3,4,3,5,2,13,2.0
554,dissatisfied,Female,disloyal Customer,39,Business travel,Business,1311,1,1,1,2,4,1,4,4,4,4,5,5,4,4,0,0.0
555,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1492,2,2,2,2,2,4,4,4,4,4,4,3,4,3,10,6.0
556,dissatisfied,Female,disloyal Customer,26,Business travel,Business,1265,2,3,2,4,3,2,3,3,3,3,4,1,4,3,0,1.0
557,dissatisfied,Female,Loyal Customer,45,Business travel,Eco,1062,3,3,3,3,4,3,3,3,3,3,3,1,3,2,12,2.0
558,satisfied,Male,Loyal Customer,35,Business travel,Eco,1249,4,3,3,3,4,4,4,4,1,2,3,1,2,4,0,0.0
559,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,3033,3,4,3,4,4,3,4,4,3,5,4,1,4,4,0,0.0
560,dissatisfied,Female,disloyal Customer,37,Business travel,Eco Plus,2147,2,2,2,3,5,2,2,5,4,5,3,2,3,5,0,0.0
561,satisfied,Male,Loyal Customer,52,Business travel,Business,483,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0.0
562,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2533,1,5,1,2,3,1,3,3,5,5,5,4,5,3,7,6.0
563,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,262,4,1,4,4,5,3,3,3,3,4,4,2,3,4,0,0.0
564,dissatisfied,Female,Loyal Customer,25,Personal Travel,Business,2351,4,4,3,2,1,3,1,1,4,2,5,4,5,1,29,55.0
565,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1759,2,2,2,2,1,2,1,1,1,5,2,1,3,1,19,29.0
566,dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2348,1,1,1,2,5,1,5,5,4,2,2,3,3,5,2,0.0
567,dissatisfied,Male,Loyal Customer,41,Business travel,Business,772,1,5,5,5,2,3,3,1,1,1,1,4,1,2,33,45.0
568,satisfied,Male,Loyal Customer,58,Personal Travel,Eco,1339,0,3,0,4,1,0,1,1,2,1,3,4,3,1,0,0.0
569,satisfied,Male,Loyal Customer,26,Business travel,Business,2188,1,1,4,1,4,4,4,4,3,4,5,3,4,4,0,0.0
570,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2405,0,4,0,3,4,0,4,4,2,4,4,2,4,4,0,0.0
571,satisfied,Female,Loyal Customer,49,Business travel,Business,3500,0,0,0,3,3,5,4,3,3,3,3,5,3,5,15,3.0
572,dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1196,2,4,1,3,2,1,2,2,5,2,4,4,4,2,14,8.0
573,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,3653,2,1,3,1,3,3,3,3,2,3,1,3,2,3,125,92.0
574,satisfied,Male,Loyal Customer,56,Business travel,Business,1848,4,4,4,4,5,5,4,5,5,5,5,3,5,3,69,51.0
575,satisfied,Female,Loyal Customer,27,Business travel,Business,2646,4,4,4,4,4,4,4,4,4,5,4,5,5,4,0,0.0
576,dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,4139,3,1,4,4,5,4,5,5,2,5,3,2,4,5,0,0.0
577,dissatisfied,Male,Loyal Customer,25,Business travel,Eco,2177,3,4,4,4,3,4,3,3,4,1,4,2,3,3,0,0.0
578,satisfied,Female,Loyal Customer,51,Business travel,Business,1709,5,5,5,5,5,4,5,4,4,4,4,3,4,5,0,0.0
579,dissatisfied,Female,Loyal Customer,59,Business travel,Business,3026,2,5,5,5,5,4,3,2,2,2,2,4,2,3,0,0.0
580,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1774,1,1,1,1,5,5,3,4,4,4,4,4,4,5,0,0.0
581,dissatisfied,Male,Loyal Customer,51,Personal Travel,Business,1814,2,3,2,4,2,3,4,3,3,2,3,2,3,4,0,0.0
582,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,613,5,3,5,5,3,5,5,5,5,5,5,5,5,3,0,0.0
583,satisfied,Male,Loyal Customer,30,Business travel,Business,1923,3,3,3,3,5,5,5,5,4,2,4,5,4,5,17,0.0
584,dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1675,3,5,3,4,1,3,1,1,5,2,5,4,5,1,18,26.0
585,dissatisfied,Male,disloyal Customer,26,Business travel,Business,2634,2,2,2,4,4,2,4,4,3,5,4,4,5,4,0,0.0
586,satisfied,Female,Loyal Customer,51,Business travel,Business,2998,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0.0
587,satisfied,Female,disloyal Customer,38,Business travel,Business,2072,5,4,4,3,4,4,4,4,5,2,4,3,5,4,2,0.0
588,dissatisfied,Male,disloyal Customer,31,Business travel,Eco,3078,1,1,1,3,3,1,3,3,1,4,4,1,3,3,18,6.0
589,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,4362,2,4,2,3,2,2,2,2,4,5,5,5,5,2,0,0.0
590,satisfied,Male,Loyal Customer,24,Business travel,Business,3030,5,5,5,5,4,4,4,4,4,4,4,3,5,4,0,0.0
591,satisfied,Female,disloyal Customer,21,Business travel,Business,1498,4,2,4,5,2,4,2,2,4,4,5,3,5,2,0,0.0
592,satisfied,Male,Loyal Customer,33,Business travel,Business,2031,4,4,4,4,3,3,3,3,5,3,4,3,1,3,0,13.0
593,satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2323,5,4,5,1,2,5,1,2,3,2,5,5,5,2,0,0.0
594,satisfied,Male,Loyal Customer,51,Business travel,Business,456,5,5,5,5,5,4,5,4,4,4,4,4,4,4,9,4.0
595,dissatisfied,Female,Loyal Customer,63,Personal Travel,Eco,372,4,4,4,3,3,4,3,4,4,4,2,3,4,3,9,8.0
596,satisfied,Female,Loyal Customer,39,Business travel,Eco,1417,5,5,5,5,5,5,5,5,1,2,4,2,4,5,0,0.0
597,dissatisfied,Male,Loyal Customer,49,Business travel,Eco,1340,2,4,4,4,2,2,2,2,4,3,4,4,3,2,13,0.0
598,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1927,0,0,0,4,4,5,1,4,4,4,4,2,4,4,5,1.0
599,dissatisfied,Male,Loyal Customer,78,Business travel,Business,383,3,2,5,2,4,3,2,3,3,3,3,3,3,4,59,60.0
600,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,262,2,2,2,2,4,5,4,4,4,5,4,5,4,3,0,3.0
601,dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1651,3,1,3,3,5,3,5,5,3,1,3,3,2,5,0,0.0
602,satisfied,Female,disloyal Customer,24,Business travel,Business,2098,4,4,4,3,3,4,4,3,5,4,4,5,4,3,5,9.0
603,dissatisfied,Male,Loyal Customer,38,Business travel,Eco Plus,1518,1,4,5,4,1,1,1,1,4,2,3,2,3,1,7,0.0
604,satisfied,Male,Loyal Customer,50,Business travel,Business,1426,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,10.0
605,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2378,5,4,4,2,4,4,4,4,4,1,3,5,1,4,0,0.0
606,satisfied,Male,disloyal Customer,25,Business travel,Business,2000,5,1,5,4,5,5,5,5,3,5,5,5,4,5,0,37.0
607,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1732,1,1,1,1,3,3,5,2,2,2,2,5,2,3,52,49.0
608,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1311,3,5,3,2,2,3,4,2,4,1,1,2,1,2,70,85.0
609,dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2955,4,4,4,3,4,4,4,4,2,3,3,1,3,4,0,0.0
610,satisfied,Male,Loyal Customer,60,Business travel,Business,2147,5,1,5,5,5,4,4,4,4,4,4,5,4,4,0,0.0
611,satisfied,Male,disloyal Customer,20,Business travel,Business,1778,5,4,5,3,2,5,2,2,4,2,5,4,4,2,4,0.0
612,satisfied,Male,Loyal Customer,47,Business travel,Business,410,2,5,2,2,4,4,4,3,3,4,3,5,3,5,0,0.0
613,satisfied,Female,Loyal Customer,59,Business travel,Business,1906,4,4,4,4,2,3,4,4,4,4,4,5,4,4,0,2.0
614,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1709,2,4,2,3,2,2,2,2,5,5,4,5,4,2,1,5.0
615,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2718,5,4,4,4,3,4,3,5,5,5,5,2,5,5,13,0.0
616,dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2161,3,4,4,3,1,4,1,1,2,5,4,4,3,1,0,0.0
617,satisfied,Female,Loyal Customer,11,Personal Travel,Eco Plus,1469,5,5,1,5,4,5,4,4,4,4,4,3,4,3,0,0.0
618,dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2262,2,1,2,1,2,2,2,2,2,5,2,1,1,2,0,0.0
619,satisfied,Female,Loyal Customer,40,Business travel,Business,2019,5,5,5,5,5,4,5,5,5,5,5,4,5,3,0,0.0
620,satisfied,Male,Loyal Customer,44,Business travel,Business,2587,4,4,4,4,4,5,4,3,3,4,3,4,3,4,0,0.0
621,satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1580,4,4,4,4,2,5,4,4,4,4,4,5,4,3,0,0.0
622,dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2759,3,3,3,3,3,3,3,3,5,4,2,1,4,3,0,0.0
623,satisfied,Female,Loyal Customer,41,Personal Travel,Eco Plus,363,2,2,2,2,3,4,4,5,5,5,5,3,5,4,19,5.0
624,dissatisfied,Male,disloyal Customer,33,Business travel,Eco,769,3,0,3,1,4,3,4,4,4,2,5,1,3,4,0,0.0
625,dissatisfied,Male,disloyal Customer,48,Business travel,Business,1511,4,4,4,3,1,4,1,1,2,5,1,1,5,1,3,1.0
626,dissatisfied,Male,disloyal Customer,36,Business travel,Business,1710,4,4,4,3,1,4,1,1,3,4,4,3,4,1,0,0.0
627,dissatisfied,Male,disloyal Customer,47,Business travel,Business,1422,2,2,2,1,3,2,3,3,3,3,3,3,5,3,0,0.0
628,satisfied,Male,Loyal Customer,47,Business travel,Eco,2274,4,3,3,3,4,4,4,4,5,2,2,2,3,4,0,0.0
629,satisfied,Female,Loyal Customer,36,Business travel,Business,668,4,4,4,4,4,4,5,4,4,5,4,4,4,3,7,0.0
630,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1595,3,4,3,3,3,3,3,3,5,2,4,5,5,3,20,31.0
631,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,875,4,4,4,3,3,4,4,5,5,4,5,5,5,3,34,20.0
632,dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2009,3,4,3,3,2,3,2,2,3,3,5,3,4,2,23,17.0
633,dissatisfied,Male,Loyal Customer,38,Business travel,Eco,1346,2,2,2,2,2,2,2,2,4,3,3,3,3,2,0,0.0
634,dissatisfied,Male,Loyal Customer,28,Business travel,Eco Plus,1681,2,4,4,4,2,1,2,2,2,5,4,1,4,2,0,0.0
635,dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2101,3,5,3,2,4,3,1,4,3,1,1,2,3,4,31,25.0
636,satisfied,Male,Loyal Customer,39,Business travel,Business,1539,2,5,2,2,2,4,5,3,3,4,3,3,3,5,0,24.0
637,dissatisfied,Female,Loyal Customer,15,Personal Travel,Eco,3731,4,5,4,4,5,4,5,5,4,4,3,4,4,5,0,0.0
638,dissatisfied,Male,disloyal Customer,36,Business travel,Eco,1822,2,0,1,1,5,1,5,5,1,5,2,4,3,5,42,47.0
639,satisfied,Male,Loyal Customer,60,Business travel,Business,512,3,3,3,3,5,5,4,3,3,3,3,4,3,4,44,39.0
640,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1980,1,1,1,1,4,4,4,5,5,5,5,3,5,4,0,4.0
641,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1283,3,5,4,3,3,4,3,3,4,3,4,5,4,3,0,0.0
642,dissatisfied,Female,Loyal Customer,20,Business travel,Business,4234,1,4,2,2,1,1,1,1,3,4,4,3,4,1,0,0.0
643,satisfied,Female,Loyal Customer,49,Business travel,Eco Plus,1270,5,3,3,3,5,2,3,5,5,5,5,1,5,3,1,0.0
644,satisfied,Male,Loyal Customer,53,Business travel,Business,431,4,4,4,4,5,5,4,4,4,4,4,3,4,5,0,0.0
645,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco Plus,1450,1,4,1,3,2,1,3,2,3,4,4,2,4,2,0,0.0
646,dissatisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,2293,4,2,4,3,2,4,2,2,4,4,2,4,3,2,0,0.0
647,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1865,2,4,4,1,2,4,2,2,3,5,5,3,1,2,0,0.0
648,satisfied,Male,Loyal Customer,18,Business travel,Business,3858,2,2,2,2,3,4,3,3,1,3,5,3,5,3,0,0.0
649,dissatisfied,Female,disloyal Customer,20,Business travel,Eco Plus,2478,2,4,2,3,4,2,4,4,4,2,3,2,4,4,48,71.0
650,satisfied,Female,Loyal Customer,56,Business travel,Business,2966,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0.0
651,satisfied,Male,Loyal Customer,41,Business travel,Business,2611,2,2,2,2,5,5,4,4,4,4,4,4,4,3,6,0.0
652,satisfied,Female,Loyal Customer,50,Business travel,Business,908,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0.0
